timestamp,step,operation,latency_ms,success,data_size,extra
1776377270.6199079,0,access_control,24.754,True,0,TTuru_Soola
1776377270.7385757,0,log_decision,118.471,True,0,TTuru_Soola
1776377273.743673,0,access_control,29.618,True,0,TRiia_Kalevi
1776377273.85752,0,log_decision,113.701,True,0,TRiia_Kalevi
1776377285.7493823,0,access_control,46.763,True,0,TTuru_Soola
1776377285.7681649,0,access_control,27.36,True,0,TTuru_Aida
1776377285.8618894,0,log_decision,111.244,False,0,"{'message': ""VM Exception while processing transaction: the tx doesn't have the correct nonce. account has nonce of: 2769 tx has nonce of: 2768 (vm hf=shanghai -> block -> tx)"", 'stack': ""RuntimeError: VM Exception while processing transaction: the tx doesn't have the correct nonce. account has nonce of: 2769 tx has nonce of: 2768 (vm hf=shanghai -> block -> tx)\n    at Miner.<anonymous> (C:\\Users\\javed\\AppData\\Local\\npm-cache\\_npx\\7399d9d513db3449\\node_modules\\ganache\\dist\\node\\1.js:2:176352)\n    at async Miner.<anonymous> (C:\\Users\\javed\\AppData\\Local\\npm-cache\\_npx\\7399d9d513db3449\\node_modules\\ganache\\dist\\node\\1.js:2:174660)\n    at async Miner.<anonymous> (C:\\Users\\javed\\AppData\\Local\\npm-cache\\_npx\\7399d9d513db3449\\node_modules\\ganache\\dist\\node\\1.js:2:173310)\n    at async Miner.mine (C:\\Users\\javed\\AppData\\Local\\npm-cache\\_npx\\7399d9d513db3449\\node_modules\\ganache\\dist\\node\\1.js:2:177695)\n    at async Blockchain.mine (C:\\Users\\javed\\AppData\\Local\\npm-cache\\_npx\\7399d9d513db3449\\node_modules\\ganache\\dist\\node\\1.js:2:87561)\n    at async Promise.all (index 0)\n    at async TransactionPool.emit (C:\\Users\\javed\\AppData\\Local\\npm-cache\\_npx\\7399d9d513db3449\\node_modules\\ganache\\node_modules\\emittery\\index.js:303:3)"", 'code': -32000, 'name': 'RuntimeError', 'data': {'hash': '0x24188616e60a697b9653baf15d62d81f96611257305de33b8c6e429d859ca696', 'programCounter': 0, 'result': '0x24188616e60a697b9653baf15d62d81f96611257305de33b8c6e429d859ca696', 'reason': None, 'message': ""the tx doesn't have the correct nonce. account has nonce of: 2769 tx has nonce of: 2768 (vm hf=shanghai -> block -> tx)""}}"
1776377285.9299967,0,log_decision,161.482,True,0,TTuru_Aida
1776377289.14793,0,access_control,44.55,True,0,TRiia_Kalevi
1776377289.276292,0,log_decision,128.188,True,0,TRiia_Kalevi
1776377289.647397,0,access_control,26.242,True,0,TRiia_Turu
1776377289.757272,0,log_decision,109.711,True,0,TRiia_Turu
1776377306.5824544,0,access_control,37.56,True,0,TRiia_Turu
1776377306.7023118,0,log_decision,119.702,True,0,TRiia_Turu
1776377307.4498286,0,access_control,21.582,True,0,TTuru_Aida
1776377307.530608,0,log_decision,80.628,False,0,"{'message': ""VM Exception while processing transaction: the tx doesn't have the correct nonce. account has nonce of: 3490 tx has nonce of: 3489 (vm hf=shanghai -> block -> tx)"", 'stack': ""RuntimeError: VM Exception while processing transaction: the tx doesn't have the correct nonce. account has nonce of: 3490 tx has nonce of: 3489 (vm hf=shanghai -> block -> tx)\n    at Miner.<anonymous> (C:\\Users\\javed\\AppData\\Local\\npm-cache\\_npx\\7399d9d513db3449\\node_modules\\ganache\\dist\\node\\1.js:2:176352)\n    at async Miner.<anonymous> (C:\\Users\\javed\\AppData\\Local\\npm-cache\\_npx\\7399d9d513db3449\\node_modules\\ganache\\dist\\node\\1.js:2:174660)\n    at async Miner.<anonymous> (C:\\Users\\javed\\AppData\\Local\\npm-cache\\_npx\\7399d9d513db3449\\node_modules\\ganache\\dist\\node\\1.js:2:173310)\n    at async Miner.<anonymous> (C:\\Users\\javed\\AppData\\Local\\npm-cache\\_npx\\7399d9d513db3449\\node_modules\\ganache\\dist\\node\\1.js:2:173472)\n    at async Miner.mine (C:\\Users\\javed\\AppData\\Local\\npm-cache\\_npx\\7399d9d513db3449\\node_modules\\ganache\\dist\\node\\1.js:2:177695)\n    at async Blockchain.mine (C:\\Users\\javed\\AppData\\Local\\npm-cache\\_npx\\7399d9d513db3449\\node_modules\\ganache\\dist\\node\\1.js:2:87561)\n    at async Promise.all (index 0)\n    at async TransactionPool.emit (C:\\Users\\javed\\AppData\\Local\\npm-cache\\_npx\\7399d9d513db3449\\node_modules\\ganache\\node_modules\\emittery\\index.js:303:3)"", 'code': -32000, 'name': 'RuntimeError', 'data': {'hash': '0x2d688b01f2b8f769541822f7319679045465d44129369fe08f9adf253a6ccd91', 'programCounter': 0, 'result': '0x2d688b01f2b8f769541822f7319679045465d44129369fe08f9adf253a6ccd91', 'reason': None, 'message': ""the tx doesn't have the correct nonce. account has nonce of: 3490 tx has nonce of: 3489 (vm hf=shanghai -> block -> tx)""}}"
1776377309.3082023,0,access_control,29.652,True,0,TTuru_Soola
1776377309.454428,0,log_decision,146.039,True,0,TTuru_Soola
1776377310.034503,0,access_control,33.802,True,0,TRiia_Kalevi
1776377310.1376374,0,log_decision,102.981,True,0,TRiia_Kalevi
1776377328.7050035,0,access_control,22.052,True,0,TTuru_Soola
1776377328.8044167,0,log_decision,99.286,True,0,TTuru_Soola
1776377338.8273244,0,access_control,21.059,True,0,TTuru_Aida
1776377338.9163756,0,log_decision,88.894,True,0,TTuru_Aida
1776377340.187749,0,access_control,18.783,True,0,TRiia_Turu
1776377340.281251,0,log_decision,93.371,True,0,TRiia_Turu
1776377342.9217892,0,access_control,35.595,True,0,TRiia_Kalevi
1776377343.0119205,0,log_decision,89.958,True,0,TRiia_Kalevi
1776377370.786961,0,access_control,43.679,True,0,TTuru_Aida
1776377370.9058108,0,log_decision,118.627,True,0,TTuru_Aida
1776377371.471073,0,access_control,23.881,True,0,TRiia_Turu
1776377371.6381464,0,log_decision,166.951,True,0,TRiia_Turu
1776377372.4686155,0,access_control,38.102,True,0,TTuru_Soola
1776377372.5796854,0,log_decision,110.854,True,0,TTuru_Soola
1776377373.393208,0,access_control,40.251,True,0,TRiia_Kalevi
1776377373.4867892,0,log_decision,93.452,True,0,TRiia_Kalevi
1776377391.2886293,0,access_control,20.165,True,0,TTuru_Aida
1776377391.41442,0,log_decision,125.612,True,0,TTuru_Aida
1776377401.1767657,0,access_control,20.671,True,0,TRiia_Turu
1776377401.2749043,0,log_decision,97.975,True,0,TRiia_Turu
1776377404.0215871,0,access_control,38.964,True,0,TRiia_Kalevi
1776377404.1410847,0,log_decision,119.315,True,0,TRiia_Kalevi
1776377404.6134412,0,access_control,27.001,True,0,TTuru_Soola
1776377404.7322986,0,log_decision,118.724,True,0,TTuru_Soola
1776377422.433185,0,access_control,31.8,True,0,TTuru_Aida
1776377422.5389633,0,log_decision,105.647,True,0,TTuru_Aida
1776377426.7806196,0,access_control,27.566,True,0,TRiia_Kalevi
1776377426.8854494,0,log_decision,104.696,True,0,TRiia_Kalevi
1776377432.3708668,0,access_control,30.002,True,0,TRiia_Turu
1776377432.482989,0,log_decision,111.982,True,0,TRiia_Turu
1776377447.9725199,0,access_control,14.158,True,0,TRiia_Kalevi
1776377448.0328903,0,log_decision,60.278,True,0,TRiia_Kalevi
776377202.751125,81,anchor_data,15.178,True,0,metrics
1776377202.7648554,81,anchor_data,13.679,True,0,tl_state
1776377202.7952516,82,anchor_data,12.13,True,0,metrics
1776377202.8062057,82,anchor_data,10.901,True,0,tl_state
1776377202.857395,83,anchor_data,11.376,True,0,metrics
1776377202.869099,83,anchor_data,11.652,True,0,tl_state
1776377202.9191318,84,anchor_data,13.199,True,0,metrics
1776377202.9298124,84,anchor_data,10.568,True,0,tl_state
1776377202.9892368,85,anchor_data,14.601,True,0,metrics
1776377203.0015798,85,anchor_data,12.286,True,0,tl_state
1776377203.012743,85,anchor_batch,11.094,True,36,vehicles
1776377203.0413735,86,anchor_data,13.849,True,0,metrics
1776377203.0532255,86,anchor_data,11.794,True,0,tl_state
1776377203.1018548,87,anchor_data,11.097,True,0,metrics
1776377203.1140084,87,anchor_data,11.974,True,0,tl_state
1776377203.1627061,88,anchor_data,12.252,True,0,metrics
1776377203.1751046,88,anchor_data,12.337,True,0,tl_state
1776377203.2275426,89,anchor_data,11.333,True,0,metrics
1776377203.2382808,89,anchor_data,10.683,True,0,tl_state
1776377203.2898312,90,anchor_data,11.731,True,0,metrics
1776377203.2998426,90,anchor_data,9.958,True,0,tl_state
1776377203.3112087,90,anchor_batch,11.312,True,35,vehicles
1776377203.3432517,91,anchor_data,13.893,True,0,metrics
1776377203.3558495,91,anchor_data,12.544,True,0,tl_state
1776377203.397704,92,anchor_data,13.543,True,0,metrics
1776377203.412253,92,anchor_data,14.493,True,0,tl_state
1776377203.456608,93,anchor_data,12.142,True,0,metrics
1776377203.4674857,93,anchor_data,10.815,True,0,tl_state
1776377203.5201926,94,anchor_data,12.863,True,0,metrics
1776377203.5320714,94,anchor_data,11.816,True,0,tl_state
1776377203.579656,95,anchor_data,11.27,True,0,metrics
1776377203.5911782,95,anchor_data,11.466,True,0,tl_state
1776377203.601041,95,anchor_batch,9.803,True,37,vehicles
1776377203.6455622,96,anchor_data,14.344,True,0,metrics
1776377203.65732,96,anchor_data,11.707,True,0,tl_state
1776377203.708725,97,anchor_data,11.897,True,0,metrics
1776377203.719441,97,anchor_data,10.655,True,0,tl_state
1776377203.7684774,98,anchor_data,12.004,True,0,metrics
1776377203.7810032,98,anchor_data,12.465,True,0,tl_state
1776377203.830004,99,anchor_data,12.818,True,0,metrics
1776377203.8422463,99,anchor_data,12.174,True,0,tl_state
1776377203.893893,100,anchor_data,13.131,True,0,metrics
1776377203.9073064,100,anchor_data,13.355,True,0,tl_state
1776377203.9187675,100,anchor_batch,11.399,True,37,vehicles
1776377203.953241,101,anchor_data,15.359,True,0,metrics
1776377203.9649026,101,anchor_data,11.591,True,0,tl_state
1776377204.0136633,102,anchor_data,11.945,True,0,metrics
1776377204.0255692,102,anchor_data,11.85,True,0,tl_state
1776377204.0798435,103,anchor_data,13.459,True,0,metrics
1776377204.0926325,103,anchor_data,12.738,True,0,tl_state
1776377204.1393716,104,anchor_data,11.993,True,0,metrics
1776377204.1498544,104,anchor_data,10.429,True,0,tl_state
1776377204.212356,105,anchor_data,20.175,True,0,metrics
1776377204.2257462,105,anchor_data,13.331,True,0,tl_state
1776377204.2404828,105,anchor_batch,14.674,True,40,vehicles
1776377204.2723079,106,anchor_data,14.49,True,0,metrics
1776377204.2833579,106,anchor_data,10.99,True,0,tl_state
1776377204.3264012,107,anchor_data,13.438,True,0,metrics
1776377204.3391037,107,anchor_data,12.646,True,0,tl_state
1776377204.3903294,108,anchor_data,15.429,True,0,metrics
1776377204.403791,108,anchor_data,13.389,True,0,tl_state
1776377204.4515338,109,anchor_data,14.958,True,0,metrics
1776377204.465245,109,anchor_data,13.635,True,0,tl_state
1776377204.512501,110,anchor_data,12.039,True,0,metrics
1776377204.525116,110,anchor_data,12.563,True,0,tl_state
1776377204.537359,110,anchor_batch,12.182,True,39,vehicles
1776377204.5684378,111,anchor_data,13.086,True,0,metrics
1776377204.5792458,111,anchor_data,10.742,True,0,tl_state
1776377204.6210647,112,anchor_data,12.7,True,0,metrics
1776377204.632849,112,anchor_data,11.724,True,0,tl_state
1776377204.681002,113,anchor_data,10.637,True,0,metrics
1776377204.6926517,113,anchor_data,11.598,True,0,tl_state
1776377204.7474709,114,anchor_data,14.375,True,0,metrics
1776377204.7597156,114,anchor_data,12.151,True,0,tl_state
1776377204.805148,115,anchor_data,12.105,True,0,metrics
1776377204.815113,115,anchor_data,9.906,True,0,tl_state
1776377204.8278418,115,anchor_batch,12.678,True,39,vehicles
1776377204.8551078,116,anchor_data,11.903,True,0,metrics
1776377204.8661106,116,anchor_data,10.918,True,0,tl_state
1776377204.9140959,117,anchor_data,13.306,True,0,metrics
1776377204.9252179,117,anchor_data,11.068,True,0,tl_state
1776377204.9780936,118,anchor_data,12.464,True,0,metrics
1776377204.990269,118,anchor_data,12.123,True,0,tl_state
1776377205.038939,119,anchor_data,12.355,True,0,metrics
1776377205.04877,119,anchor_data,9.775,True,0,tl_state
1776377205.1015692,120,anchor_data,12.38,True,0,metrics
1776377205.115456,120,anchor_data,13.821,True,0,tl_state
1776377205.1416492,120,anchor_batch,26.099,True,40,vehicles
1776377205.1826706,121,anchor_data,11.702,True,0,metrics
1776377205.1947484,121,anchor_data,12.016,True,0,tl_state
1776377205.22358,122,anchor_data,12.934,True,0,metrics
1776377205.2373886,122,anchor_data,13.753,True,0,tl_state
1776377205.284964,123,anchor_data,11.214,True,0,metrics
1776377205.2958589,123,anchor_data,10.831,True,0,tl_state
1776377205.3644698,124,anchor_data,20.076,True,0,metrics
1776377205.3838267,124,anchor_data,19.276,True,0,tl_state
1776377205.42712,125,anchor_data,24.262,True,0,metrics
1776377205.453804,125,anchor_data,26.564,True,0,tl_state
1776377205.4794245,125,anchor_batch,25.5,True,38,vehicles
1776377205.5332887,126,anchor_data,23.688,True,0,metrics
1776377205.5600994,126,anchor_data,26.721,True,0,tl_state
1776377205.6141484,127,anchor_data,24.039,True,0,metrics
1776377205.637625,127,anchor_data,23.392,True,0,tl_state
1776377205.6947606,128,anchor_data,28.163,True,0,metrics
1776377205.7201033,128,anchor_data,25.253,True,0,tl_state
1776377205.7764828,129,anchor_data,28.208,True,0,metrics
1776377205.8073227,129,anchor_data,30.73,True,0,tl_state
1776377205.858941,130,anchor_data,26.118,True,0,metrics
1776377205.88439,130,anchor_data,25.325,True,0,tl_state
1776377205.9123456,130,anchor_batch,27.85,True,38,vehicles
1776377205.96588,131,anchor_data,23.178,True,0,metrics
1776377205.9906683,131,anchor_data,24.669,True,0,tl_state
1776377206.039133,132,anchor_data,23.605,True,0,metrics
1776377206.0594516,132,anchor_data,20.208,True,0,tl_state
1776377206.1028154,133,anchor_data,21.01,True,0,metrics
1776377206.1270337,133,anchor_data,24.129,True,0,tl_state
1776377206.1755624,134,anchor_data,25.04,True,0,metrics
1776377206.2000883,134,anchor_data,24.418,True,0,tl_state
1776377206.2508616,135,anchor_data,25.278,True,0,metrics
1776377206.2729225,135,anchor_data,21.973,True,0,tl_state
1776377206.2977407,135,anchor_batch,24.715,True,41,vehicles
1776377206.348923,136,anchor_data,22.234,True,0,metrics
1776377206.3672512,136,anchor_data,18.254,True,0,tl_state
1776377206.4143534,137,anchor_data,21.717,True,0,metrics
1776377206.4368854,137,anchor_data,22.453,True,0,tl_state
1776377206.4761906,138,anchor_data,19.198,True,0,metrics
1776377206.4949174,138,anchor_data,18.652,True,0,tl_state
1776377206.537195,139,anchor_data,20.398,True,0,metrics
1776377206.5560582,139,anchor_data,18.721,True,0,tl_state
1776377206.59599,140,anchor_data,18.728,True,0,metrics
1776377206.6134603,140,anchor_data,17.395,True,0,tl_state
1776377206.6327155,140,anchor_batch,19.159,True,38,vehicles
1776377206.6813145,141,anchor_data,23.347,True,0,metrics
1776377206.7001023,141,anchor_data,18.686,True,0,tl_state
1776377206.742962,142,anchor_data,20.372,True,0,metrics
1776377206.7657983,142,anchor_data,22.744,True,0,tl_state
1776377206.8108852,143,anchor_data,22.139,True,0,metrics
1776377206.8325346,143,anchor_data,21.526,True,0,tl_state
1776377206.886219,144,anchor_data,29.399,True,0,metrics
1776377206.9108038,144,anchor_data,24.412,True,0,tl_state
1776377206.9577568,145,anchor_data,21.461,True,0,metrics
1776377206.9870758,145,anchor_data,29.255,True,0,tl_state
1776377207.0235245,145,anchor_batch,36.363,True,39,vehicles
1776377207.0762124,146,anchor_data,22.541,True,0,metrics
1776377207.0980518,146,anchor_data,21.743,True,0,tl_state
1776377207.1480844,147,anchor_data,23.254,True,0,metrics
1776377207.1720607,147,anchor_data,23.874,True,0,tl_state
1776377207.2205818,148,anchor_data,23.689,True,0,metrics
1776377207.2432091,148,anchor_data,22.523,True,0,tl_state
1776377207.287078,149,anchor_data,22.174,True,0,metrics
1776377207.3047733,149,anchor_data,17.627,True,0,tl_state
1776377207.3383343,150,anchor_data,15.052,True,0,metrics
1776377207.3523946,150,anchor_data,13.997,True,0,tl_state
1776377207.3652475,150,anchor_batch,12.777,True,37,vehicles
1776377207.4023666,151,anchor_data,18.373,True,0,metrics
1776377207.4203844,151,anchor_data,17.919,True,0,tl_state
1776377207.452472,152,anchor_data,15.296,True,0,metrics
1776377207.4675145,152,anchor_data,14.874,True,0,tl_state
1776377207.5092356,153,anchor_data,14.517,True,0,metrics
1776377207.522757,153,anchor_data,13.46,True,0,tl_state
1776377207.5763712,154,anchor_data,15.432,True,0,metrics
1776377207.5906534,154,anchor_data,14.213,True,0,tl_state
1776377207.6385236,155,anchor_data,16.243,True,0,metrics
1776377207.651569,155,anchor_data,12.98,True,0,tl_state
1776377207.664174,155,anchor_batch,12.534,True,37,vehicles
1776377207.6925797,156,anchor_data,12.538,True,0,metrics
1776377207.7051075,156,anchor_data,12.471,True,0,tl_state
1776377207.752942,157,anchor_data,12.586,True,0,metrics
1776377207.764441,157,anchor_data,11.44,True,0,tl_state
1776377207.8182776,158,anchor_data,13.136,True,0,metrics
1776377207.8311608,158,anchor_data,12.814,True,0,tl_state
1776377207.8819115,159,anchor_data,14.476,True,0,metrics
1776377207.8977005,159,anchor_data,15.73,True,0,tl_state
1776377207.9467955,160,anchor_data,14.934,True,0,metrics
1776377207.9589982,160,anchor_data,12.093,True,0,tl_state
1776377207.9717216,160,anchor_batch,12.665,True,35,vehicles
1776377208.004189,161,anchor_data,14.702,True,0,metrics
1776377208.0168705,161,anchor_data,12.606,True,0,tl_state
1776377208.064974,162,anchor_data,14.069,True,0,metrics
1776377208.0781772,162,anchor_data,13.145,True,0,tl_state
1776377208.128278,163,anchor_data,13.092,True,0,metrics
1776377208.1404946,163,anchor_data,12.165,True,0,tl_state
1776377208.1897852,164,anchor_data,13.715,True,0,metrics
1776377208.2022495,164,anchor_data,12.406,True,0,tl_state
1776377208.252688,165,anchor_data,13.275,True,0,metrics
1776377208.265165,165,anchor_data,12.381,True,0,tl_state
1776377208.27825,165,anchor_batch,13.027,True,36,vehicles
1776377208.3098857,166,anchor_data,13.069,True,0,metrics
1776377208.3211315,166,anchor_data,11.192,True,0,tl_state
1776377208.360545,167,anchor_data,13.405,True,0,metrics
1776377208.3727665,167,anchor_data,12.162,True,0,tl_state
1776377208.4228256,168,anchor_data,14.224,True,0,metrics
1776377208.4336371,168,anchor_data,10.75,True,0,tl_state
1776377208.4882472,169,anchor_data,13.994,True,0,metrics
1776377208.4989398,169,anchor_data,10.628,True,0,tl_state
1776377208.547205,170,anchor_data,13.372,True,0,metrics
1776377208.5617397,170,anchor_data,14.476,True,0,tl_state
1776377208.5766315,170,anchor_batch,14.795,True,38,vehicles
1776377208.6089644,171,anchor_data,13.414,True,0,metrics
1776377208.6221821,171,anchor_data,13.163,True,0,tl_state
1776377208.6729999,172,anchor_data,13.377,True,0,metrics
1776377208.6847534,172,anchor_data,11.67,True,0,tl_state
1776377208.7315433,173,anchor_data,11.557,True,0,metrics
1776377208.7454169,173,anchor_data,13.816,True,0,tl_state
1776377208.7933939,174,anchor_data,12.18,True,0,metrics
1776377208.8133614,174,anchor_data,19.915,True,0,tl_state
1776377208.8763084,175,anchor_data,21.656,True,0,metrics
1776377208.8997426,175,anchor_data,23.336,True,0,tl_state
1776377208.9229798,175,anchor_batch,23.142,True,39,vehicles
1776377208.9752736,176,anchor_data,25.123,True,0,metrics
1776377208.9970703,176,anchor_data,21.71,True,0,tl_state
1776377209.038887,177,anchor_data,20.16,True,0,metrics
1776377209.0584342,177,anchor_data,19.454,True,0,tl_state
1776377209.098109,178,anchor_data,20.354,True,0,metrics
1776377209.1174703,178,anchor_data,19.245,True,0,tl_state
1776377209.1570358,179,anchor_data,19.293,True,0,metrics
1776377209.179866,179,anchor_data,22.737,True,0,tl_state
1776377209.2204134,180,anchor_data,20.623,True,0,metrics
1776377209.2399716,180,anchor_data,19.466,True,0,tl_state
1776377209.2610867,180,anchor_batch,21.014,True,41,vehicles
1776377209.3118315,181,anchor_data,21.173,True,0,metrics
1776377209.331909,181,anchor_data,19.96,True,0,tl_state
1776377209.3742156,182,anchor_data,21.079,True,0,metrics
1776377209.397846,182,anchor_data,23.521,True,0,tl_state
1776377209.4412751,183,anchor_data,19.367,True,0,metrics
1776377209.4616306,183,anchor_data,20.27,True,0,tl_state
1776377209.504946,184,anchor_data,21.37,True,0,metrics
1776377209.526734,184,anchor_data,21.706,True,0,tl_state
1776377209.5713642,185,anchor_data,22.342,True,0,metrics
1776377209.5939653,185,anchor_data,22.513,True,0,tl_state
1776377209.617131,185,anchor_batch,23.07,True,44,vehicles
1776377209.6639442,186,anchor_data,21.761,True,0,metrics
1776377209.6864545,186,anchor_data,22.35,True,0,tl_state
1776377209.7346392,187,anchor_data,21.134,True,0,metrics
1776377209.755134,187,anchor_data,20.394,True,0,tl_state
1776377209.7959607,188,anchor_data,20.089,True,0,metrics
1776377209.817575,188,anchor_data,21.522,True,0,tl_state
1776377209.8601367,189,anchor_data,20.133,True,0,metrics
1776377209.8797107,189,anchor_data,19.479,True,0,tl_state
1776377209.923126,190,anchor_data,21.537,True,0,metrics
1776377209.9444578,190,anchor_data,21.239,True,0,tl_state
1776377209.9708486,190,anchor_batch,26.3,True,44,vehicles
1776377210.0203638,191,anchor_data,24.331,True,0,metrics
1776377210.042073,191,anchor_data,21.616,True,0,tl_state
1776377210.0884554,192,anchor_data,22.667,True,0,metrics
1776377210.1099076,192,anchor_data,21.363,True,0,tl_state
1776377210.1610243,193,anchor_data,21.518,True,0,metrics
1776377210.1833866,193,anchor_data,22.259,True,0,tl_state
1776377210.2323503,194,anchor_data,22.81,True,0,metrics
1776377210.2558417,194,anchor_data,23.402,True,0,tl_state
1776377210.302932,195,anchor_data,22.884,True,0,metrics
1776377210.324749,195,anchor_data,21.724,True,0,tl_state
1776377210.3474507,195,anchor_batch,22.541,True,46,vehicles
1776377210.3975685,196,anchor_data,20.318,True,0,metrics
1776377210.4182558,196,anchor_data,20.535,True,0,tl_state
1776377210.468389,197,anchor_data,23.552,True,0,metrics
1776377210.490681,197,anchor_data,22.192,True,0,tl_state
1776377210.5354228,198,anchor_data,22.237,True,0,metrics
1776377210.557029,198,anchor_data,21.483,True,0,tl_state
1776377210.6011488,199,anchor_data,20.096,True,0,metrics
1776377210.622059,199,anchor_data,20.757,True,0,tl_state
1776377210.6703207,200,anchor_data,24.063,True,0,metrics
1776377210.6922195,200,anchor_data,21.749,True,0,tl_state
1776377210.7137241,200,anchor_batch,21.406,True,45,vehicles
1776377210.7698853,201,anchor_data,22.705,True,0,metrics
1776377210.793297,201,anchor_data,23.27,True,0,tl_state
1776377210.8367028,202,anchor_data,20.746,True,0,metrics
1776377210.8575776,202,anchor_data,20.786,True,0,tl_state
1776377210.910294,203,anchor_data,20.659,True,0,metrics
1776377210.929615,203,anchor_data,19.18,True,0,tl_state
1776377210.971285,204,anchor_data,20.931,True,0,metrics
1776377210.9923615,204,anchor_data,20.977,True,0,tl_state
1776377211.0365534,205,anchor_data,21.173,True,0,metrics
1776377211.0734856,205,anchor_data,36.835,True,0,tl_state
1776377211.1054966,205,anchor_batch,31.919,True,45,vehicles
1776377211.1568635,206,anchor_data,19.383,True,0,metrics
1776377211.1782432,206,anchor_data,21.283,True,0,tl_state
1776377211.2231798,207,anchor_data,23.988,True,0,metrics
1776377211.2449362,207,anchor_data,21.656,True,0,tl_state
1776377211.2895517,208,anchor_data,22.395,True,0,metrics
1776377211.3087013,208,anchor_data,19.067,True,0,tl_state
1776377211.3546724,209,anchor_data,21.928,True,0,metrics
1776377211.3745205,209,anchor_data,19.761,True,0,tl_state
1776377211.4178412,210,anchor_data,21.337,True,0,metrics
1776377211.4397774,210,anchor_data,21.827,True,0,tl_state
1776377211.4601645,210,anchor_batch,20.3,True,42,vehicles
1776377211.5067134,211,anchor_data,20.24,True,0,metrics
1776377211.525884,211,anchor_data,19.085,True,0,tl_state
1776377211.5688057,212,anchor_data,21.313,True,0,metrics
1776377211.58829,212,anchor_data,19.386,True,0,tl_state
1776377211.630194,213,anchor_data,20.101,True,0,metrics
1776377211.6509044,213,anchor_data,20.61,True,0,tl_state
